PREDICTION RESULTS
=================

Sample sample_00000023: Ground Truth: angry, Predicted: angry
Sample samplenew_00030431: Ground Truth: happy, Predicted: happy
Sample samplenew_00030442: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030450: Ground Truth: sad, Predicted: sad
Sample samplenew_00030470: Ground Truth: sad, Predicted: sad
Sample samplenew_00030471: Ground Truth: sad, Predicted: sad
Sample samplenew_00030481: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030490: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030508: Ground Truth: sad, Predicted: sad
Sample samplenew_00030523: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00030533: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030540: Ground Truth: sad, Predicted: sad
Sample samplenew_00030542: Ground Truth: sad, Predicted: fear
Sample samplenew_00030561: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030618: Ground Truth: sad, Predicted: sad
Sample samplenew_00030627: Ground Truth: sad, Predicted: sad
Sample samplenew_00030628: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030657: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030658: Ground Truth: angry, Predicted: worried
Sample samplenew_00030659: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030681: Ground Truth: sad, Predicted: sad
Sample samplenew_00030705: Ground Truth: happy, Predicted: happy
Sample samplenew_00030722: Ground Truth: sad, Predicted: sad
Sample samplenew_00030727: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030750: Ground Truth: angry, Predicted: angry
Sample samplenew_00030767: Ground Truth: angry, Predicted: angry
Sample samplenew_00030785: Ground Truth: sad, Predicted: fear
Sample samplenew_00030797: Ground Truth: angry, Predicted: fear
Sample samplenew_00030801: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030828: Ground Truth: sad, Predicted: sad
Sample samplenew_00030835: Ground Truth: sad, Predicted: sad
Sample samplenew_00030839: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030893: Ground Truth: worried, Predicted: worried
Sample samplenew_00030912: Ground Truth: worried, Predicted: worried
Sample samplenew_00030922: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00030933: Ground Truth: angry, Predicted: worried
Sample samplenew_00030937: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00030958: Ground Truth: angry, Predicted: happy
Sample samplenew_00030974: Ground Truth: angry, Predicted: angry
Sample samplenew_00030995: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00031003: Ground Truth: sad, Predicted: sad
Sample samplenew_00031017: Ground Truth: sad, Predicted: sad
Sample samplenew_00031018: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031059: Ground Truth: sad, Predicted: fear
Sample samplenew_00031062: Ground Truth: worried, Predicted: worried
Sample samplenew_00031064: Ground Truth: sad, Predicted: sad
Sample samplenew_00031077: Ground Truth: happy, Predicted: happy
Sample samplenew_00031084: Ground Truth: worried, Predicted: worried
Sample samplenew_00031106: Ground Truth: angry, Predicted: angry
Sample samplenew_00031126: Ground Truth: angry, Predicted: angry
Sample samplenew_00031144: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031149: Ground Truth: sad, Predicted: sad
Sample samplenew_00031173: Ground Truth: surprise, Predicted: happy
Sample samplenew_00031187: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00031189: Ground Truth: sad, Predicted: sad
Sample samplenew_00031191: Ground Truth: worried, Predicted: worried
Sample samplenew_00031194: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031201: Ground Truth: sad, Predicted: sad
Sample samplenew_00031228: Ground Truth: neutral, Predicted: sad
Sample samplenew_00031242: Ground Truth: sad, Predicted: sad
Sample samplenew_00031247: Ground Truth: angry, Predicted: angry
Sample samplenew_00031249: Ground Truth: sad, Predicted: sad
Sample samplenew_00031266: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031268: Ground Truth: angry, Predicted: angry
Sample samplenew_00031280: Ground Truth: happy, Predicted: happy
Sample samplenew_00031293: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031333: Ground Truth: angry, Predicted: fear
Sample samplenew_00031349: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031404: Ground Truth: happy, Predicted: happy
Sample samplenew_00031406: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031419: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031427: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031436: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031441: Ground Truth: sad, Predicted: sad
Sample samplenew_00031445: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031446: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031456: Ground Truth: sad, Predicted: sad
Sample samplenew_00031483: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031507: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031524: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031532: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031609: Ground Truth: worried, Predicted: fear
Sample samplenew_00031614: Ground Truth: sad, Predicted: fear
Sample samplenew_00031623: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00031625: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031641: Ground Truth: angry, Predicted: sad
Sample samplenew_00031675: Ground Truth: angry, Predicted: angry
Sample samplenew_00031718: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031745: Ground Truth: happy, Predicted: happy
Sample samplenew_00031748: Ground Truth: sad, Predicted: sad
Sample samplenew_00031753: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031805: Ground Truth: fear, Predicted: fear
Sample samplenew_00031810: Ground Truth: sad, Predicted: fear
Sample samplenew_00031811: Ground Truth: sad, Predicted: fear
Sample samplenew_00031815: Ground Truth: angry, Predicted: angry
Sample samplenew_00031820: Ground Truth: happy, Predicted: happy
Sample samplenew_00031839: Ground Truth: angry, Predicted: worried
Sample samplenew_00031843: Ground Truth: worried, Predicted: worried
Sample samplenew_00031849: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031856: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031882: Ground Truth: sad, Predicted: sad
Sample samplenew_00031884: Ground Truth: sad, Predicted: sad
Sample samplenew_00031893: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031908: Ground Truth: angry, Predicted: angry
Sample samplenew_00031917: Ground Truth: sad, Predicted: sad
Sample samplenew_00031922: Ground Truth: happy, Predicted: happy
Sample samplenew_00031936: Ground Truth: sad, Predicted: sad
Sample samplenew_00031939: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031947: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00031961: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032033: Ground Truth: sad, Predicted: sad
Sample samplenew_00032036: Ground Truth: angry, Predicted: angry
Sample samplenew_00032045: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032046: Ground Truth: happy, Predicted: happy
Sample samplenew_00032083: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00032097: Ground Truth: sad, Predicted: fear
Sample samplenew_00032115: Ground Truth: sad, Predicted: fear
Sample samplenew_00032126: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032189: Ground Truth: sad, Predicted: fear
Sample samplenew_00032197: Ground Truth: angry, Predicted: angry
Sample samplenew_00032239: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032326: Ground Truth: sad, Predicted: sad
Sample samplenew_00032330: Ground Truth: happy, Predicted: happy
Sample samplenew_00032362: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032364: Ground Truth: sad, Predicted: sad
Sample samplenew_00032365: Ground Truth: angry, Predicted: angry
Sample samplenew_00032370: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032397: Ground Truth: sad, Predicted: fear
Sample samplenew_00032410: Ground Truth: worried, Predicted: worried
Sample samplenew_00032423: Ground Truth: happy, Predicted: neutral
Sample samplenew_00032432: Ground Truth: angry, Predicted: angry
Sample samplenew_00032439: Ground Truth: happy, Predicted: happy
Sample samplenew_00032446: Ground Truth: angry, Predicted: angry
Sample samplenew_00032475: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032506: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032513: Ground Truth: worried, Predicted: worried
Sample samplenew_00032516: Ground Truth: angry, Predicted: fear
Sample samplenew_00032534: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032563: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032619: Ground Truth: worried, Predicted: worried
Sample samplenew_00032636: Ground Truth: sad, Predicted: sad
Sample samplenew_00032647: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032655: Ground Truth: sad, Predicted: sad
Sample samplenew_00032666: Ground Truth: sad, Predicted: sad
Sample samplenew_00032671: Ground Truth: angry, Predicted: angry
Sample samplenew_00032689: Ground Truth: happy, Predicted: happy
Sample samplenew_00032723: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032761: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032772: Ground Truth: sad, Predicted: sad
Sample samplenew_00032776: Ground Truth: angry, Predicted: angry
Sample samplenew_00032793: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00032806: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032819: Ground Truth: worried, Predicted: worried
Sample samplenew_00032820: Ground Truth: happy, Predicted: happy
Sample samplenew_00032827: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00032839: Ground Truth: angry, Predicted: angry
Sample samplenew_00032864: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032870: Ground Truth: happy, Predicted: happy
Sample samplenew_00032909: Ground Truth: angry, Predicted: angry
Sample samplenew_00032923: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00032956: Ground Truth: neutral, Predicted: sad
Sample samplenew_00032957: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032958: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00032971: Ground Truth: angry, Predicted: angry
Sample samplenew_00032982: Ground Truth: sad, Predicted: sad
Sample samplenew_00032992: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033007: Ground Truth: angry, Predicted: angry
Sample samplenew_00033014: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033040: Ground Truth: sad, Predicted: fear
Sample samplenew_00033059: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033062: Ground Truth: neutral, Predicted: happy
Sample samplenew_00033136: Ground Truth: angry, Predicted: angry
Sample samplenew_00033138: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033144: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033152: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033174: Ground Truth: angry, Predicted: surprise
Sample samplenew_00033181: Ground Truth: angry, Predicted: angry
Sample samplenew_00033212: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00033229: Ground Truth: angry, Predicted: angry
Sample samplenew_00033235: Ground Truth: sad, Predicted: sad
Sample samplenew_00033245: Ground Truth: sad, Predicted: sad
Sample samplenew_00033247: Ground Truth: sad, Predicted: sad
Sample samplenew_00033255: Ground Truth: sad, Predicted: fear
Sample samplenew_00033263: Ground Truth: angry, Predicted: angry
Sample samplenew_00033308: Ground Truth: angry, Predicted: angry
Sample samplenew_00033314: Ground Truth: sad, Predicted: sad
Sample samplenew_00033317: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033331: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033335: Ground Truth: sad, Predicted: sad
Sample samplenew_00033344: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033359: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033360: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033366: Ground Truth: sad, Predicted: fear
Sample samplenew_00033395: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033401: Ground Truth: angry, Predicted: angry
Sample samplenew_00033416: Ground Truth: angry, Predicted: angry
Sample samplenew_00033419: Ground Truth: sad, Predicted: sad
Sample samplenew_00033423: Ground Truth: sad, Predicted: fear
Sample samplenew_00033435: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033451: Ground Truth: sad, Predicted: sad
Sample samplenew_00033464: Ground Truth: angry, Predicted: angry
Sample samplenew_00033477: Ground Truth: angry, Predicted: fear
Sample samplenew_00033514: Ground Truth: sad, Predicted: sad
Sample samplenew_00033539: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00033554: Ground Truth: happy, Predicted: happy
Sample samplenew_00033606: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033636: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033646: Ground Truth: angry, Predicted: fear
Sample samplenew_00033647: Ground Truth: sad, Predicted: sad
Sample samplenew_00033661: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033669: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033670: Ground Truth: happy, Predicted: happy
Sample samplenew_00033674: Ground Truth: happy, Predicted: happy
Sample samplenew_00033685: Ground Truth: sad, Predicted: sad
Sample samplenew_00033706: Ground Truth: angry, Predicted: angry
Sample samplenew_00033711: Ground Truth: worried, Predicted: worried
Sample samplenew_00033763: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033768: Ground Truth: sad, Predicted: sad
Sample samplenew_00033776: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033793: Ground Truth: happy, Predicted: happy
Sample samplenew_00033850: Ground Truth: angry, Predicted: angry
Sample samplenew_00033863: Ground Truth: sad, Predicted: sad
Sample samplenew_00033870: Ground Truth: sad, Predicted: sad
Sample samplenew_00033872: Ground Truth: sad, Predicted: sad
Sample samplenew_00033874: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033897: Ground Truth: sad, Predicted: sad
Sample samplenew_00033898: Ground Truth: sad, Predicted: sad
Sample samplenew_00033909: Ground Truth: sad, Predicted: sad
Sample samplenew_00033917: Ground Truth: worried, Predicted: worried
Sample samplenew_00033959: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033984: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00033987: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034048: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034081: Ground Truth: angry, Predicted: neutral
Sample samplenew_00034087: Ground Truth: worried, Predicted: worried
Sample samplenew_00034095: Ground Truth: angry, Predicted: angry
Sample samplenew_00034113: Ground Truth: sad, Predicted: sad
Sample samplenew_00034114: Ground Truth: angry, Predicted: angry
Sample samplenew_00034118: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034121: Ground Truth: angry, Predicted: angry
Sample samplenew_00034142: Ground Truth: sad, Predicted: sad
Sample samplenew_00034148: Ground Truth: worried, Predicted: worried
Sample samplenew_00034160: Ground Truth: happy, Predicted: happy
Sample samplenew_00034183: Ground Truth: angry, Predicted: angry
Sample samplenew_00034186: Ground Truth: sad, Predicted: sad
Sample samplenew_00034215: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034219: Ground Truth: sad, Predicted: fear
Sample samplenew_00034236: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034267: Ground Truth: angry, Predicted: angry
Sample samplenew_00034277: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034279: Ground Truth: fear, Predicted: fear
Sample samplenew_00034282: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034292: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034334: Ground Truth: sad, Predicted: sad
Sample samplenew_00034338: Ground Truth: sad, Predicted: sad
Sample samplenew_00034354: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034378: Ground Truth: angry, Predicted: angry
Sample samplenew_00034385: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00034395: Ground Truth: angry, Predicted: angry
Sample samplenew_00034436: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034445: Ground Truth: sad, Predicted: sad
Sample samplenew_00034451: Ground Truth: sad, Predicted: sad
Sample samplenew_00034459: Ground Truth: angry, Predicted: angry
Sample samplenew_00034468: Ground Truth: sad, Predicted: fear
Sample samplenew_00034471: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034497: Ground Truth: angry, Predicted: fear
Sample samplenew_00034504: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00034517: Ground Truth: happy, Predicted: happy
Sample samplenew_00034518: Ground Truth: worried, Predicted: fear
Sample samplenew_00034533: Ground Truth: angry, Predicted: angry
Sample samplenew_00034575: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00034583: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00034614: Ground Truth: sad, Predicted: sad
Sample samplenew_00034673: Ground Truth: happy, Predicted: happy
Sample samplenew_00034687: Ground Truth: sad, Predicted: worried
Sample samplenew_00034701: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00034705: Ground Truth: worried, Predicted: worried
Sample samplenew_00034713: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034719: Ground Truth: angry, Predicted: angry
Sample samplenew_00034726: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034734: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034757: Ground Truth: angry, Predicted: angry
Sample samplenew_00034823: Ground Truth: angry, Predicted: fear
Sample samplenew_00034828: Ground Truth: angry, Predicted: angry
Sample samplenew_00034844: Ground Truth: sad, Predicted: sad
Sample samplenew_00034852: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034867: Ground Truth: sad, Predicted: sad
Sample samplenew_00034884: Ground Truth: sad, Predicted: sad
Sample samplenew_00034899: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034902: Ground Truth: worried, Predicted: worried
Sample samplenew_00034946: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00034955: Ground Truth: happy, Predicted: happy
Sample samplenew_00034995: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00034997: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035032: Ground Truth: sad, Predicted: fear
Sample samplenew_00035036: Ground Truth: happy, Predicted: happy
Sample samplenew_00035070: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035092: Ground Truth: sad, Predicted: sad
Sample samplenew_00035093: Ground Truth: angry, Predicted: angry
Sample samplenew_00035098: Ground Truth: worried, Predicted: worried
Sample samplenew_00035139: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00035163: Ground Truth: happy, Predicted: happy
Sample samplenew_00035212: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035214: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00035227: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035228: Ground Truth: sad, Predicted: fear
Sample samplenew_00035237: Ground Truth: worried, Predicted: worried
Sample samplenew_00035257: Ground Truth: sad, Predicted: sad
Sample samplenew_00035305: Ground Truth: worried, Predicted: worried
Sample samplenew_00035309: Ground Truth: worried, Predicted: worried
Sample samplenew_00035316: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035339: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035374: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035397: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035416: Ground Truth: sad, Predicted: sad
Sample samplenew_00035429: Ground Truth: sad, Predicted: sad
Sample samplenew_00035441: Ground Truth: sad, Predicted: sad
Sample samplenew_00035456: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035487: Ground Truth: sad, Predicted: sad
Sample samplenew_00035501: Ground Truth: angry, Predicted: angry
Sample samplenew_00035514: Ground Truth: sad, Predicted: sad
Sample samplenew_00035549: Ground Truth: angry, Predicted: angry
Sample samplenew_00035566: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035610: Ground Truth: sad, Predicted: sad
Sample samplenew_00035615: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035632: Ground Truth: angry, Predicted: angry
Sample samplenew_00035655: Ground Truth: angry, Predicted: angry
Sample samplenew_00035660: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035666: Ground Truth: sad, Predicted: fear
Sample samplenew_00035669: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035681: Ground Truth: sad, Predicted: sad
Sample samplenew_00035683: Ground Truth: happy, Predicted: happy
Sample samplenew_00035685: Ground Truth: happy, Predicted: happy
Sample samplenew_00035712: Ground Truth: sad, Predicted: sad
Sample samplenew_00035744: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035772: Ground Truth: angry, Predicted: angry
Sample samplenew_00035775: Ground Truth: worried, Predicted: worried
Sample samplenew_00035778: Ground Truth: worried, Predicted: worried
Sample samplenew_00035809: Ground Truth: happy, Predicted: happy
Sample samplenew_00035862: Ground Truth: sad, Predicted: sad
Sample samplenew_00035865: Ground Truth: angry, Predicted: angry
Sample samplenew_00035869: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035875: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035880: Ground Truth: angry, Predicted: angry
Sample samplenew_00035884: Ground Truth: angry, Predicted: angry
Sample samplenew_00035905: Ground Truth: sad, Predicted: sad
Sample samplenew_00035906: Ground Truth: angry, Predicted: fear
Sample samplenew_00035924: Ground Truth: sad, Predicted: worried
Sample samplenew_00035933: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00035958: Ground Truth: angry, Predicted: angry
Sample samplenew_00035982: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00035985: Ground Truth: happy, Predicted: happy
Sample samplenew_00035992: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036028: Ground Truth: happy, Predicted: happy
Sample samplenew_00036053: Ground Truth: happy, Predicted: happy
Sample samplenew_00036064: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00036070: Ground Truth: happy, Predicted: happy
Sample samplenew_00036107: Ground Truth: sad, Predicted: sad
Sample samplenew_00036118: Ground Truth: worried, Predicted: worried
Sample samplenew_00036119: Ground Truth: happy, Predicted: happy
Sample samplenew_00036156: Ground Truth: angry, Predicted: angry
Sample samplenew_00036198: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036223: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036228: Ground Truth: happy, Predicted: happy
Sample samplenew_00036232: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036240: Ground Truth: sad, Predicted: sad
Sample samplenew_00036243: Ground Truth: sad, Predicted: sad
Sample samplenew_00036258: Ground Truth: angry, Predicted: worried
Sample samplenew_00036268: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036280: Ground Truth: angry, Predicted: worried
Sample samplenew_00036282: Ground Truth: angry, Predicted: fear
Sample samplenew_00036310: Ground Truth: angry, Predicted: angry
Sample samplenew_00036328: Ground Truth: angry, Predicted: angry
Sample samplenew_00036331: Ground Truth: happy, Predicted: happy
Sample samplenew_00036350: Ground Truth: sad, Predicted: fear
Sample samplenew_00036361: Ground Truth: worried, Predicted: worried
Sample samplenew_00036417: Ground Truth: angry, Predicted: angry
Sample samplenew_00036421: Ground Truth: angry, Predicted: angry
Sample samplenew_00036426: Ground Truth: worried, Predicted: worried
Sample samplenew_00036443: Ground Truth: angry, Predicted: angry
Sample samplenew_00036444: Ground Truth: sad, Predicted: sad
Sample samplenew_00036473: Ground Truth: sad, Predicted: sad
Sample samplenew_00036539: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036544: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036561: Ground Truth: happy, Predicted: happy
Sample samplenew_00036604: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036606: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00036625: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036632: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036638: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036642: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036649: Ground Truth: sad, Predicted: fear
Sample samplenew_00036656: Ground Truth: angry, Predicted: angry
Sample samplenew_00036673: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036727: Ground Truth: worried, Predicted: worried
Sample samplenew_00036731: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036750: Ground Truth: happy, Predicted: happy
Sample samplenew_00036786: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036812: Ground Truth: happy, Predicted: happy
Sample samplenew_00036869: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036880: Ground Truth: sad, Predicted: sad
Sample samplenew_00036889: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036896: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00036917: Ground Truth: sad, Predicted: sad
Sample samplenew_00036934: Ground Truth: happy, Predicted: happy
Sample samplenew_00036974: Ground Truth: sad, Predicted: sad
Sample samplenew_00036976: Ground Truth: angry, Predicted: angry
Sample samplenew_00036991: Ground Truth: angry, Predicted: angry
Sample samplenew_00036992: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037010: Ground Truth: sad, Predicted: sad
Sample samplenew_00037016: Ground Truth: sad, Predicted: sad
Sample samplenew_00037071: Ground Truth: sad, Predicted: fear
Sample samplenew_00037079: Ground Truth: happy, Predicted: happy
Sample samplenew_00037087: Ground Truth: sad, Predicted: sad
Sample samplenew_00037097: Ground Truth: sad, Predicted: sad
Sample samplenew_00037105: Ground Truth: sad, Predicted: sad
Sample samplenew_00037127: Ground Truth: angry, Predicted: angry
Sample samplenew_00037143: Ground Truth: happy, Predicted: happy
Sample samplenew_00037149: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037162: Ground Truth: angry, Predicted: angry
Sample samplenew_00037178: Ground Truth: worried, Predicted: worried
Sample samplenew_00037198: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037215: Ground Truth: angry, Predicted: angry
Sample samplenew_00037247: Ground Truth: happy, Predicted: happy
Sample samplenew_00037278: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037284: Ground Truth: worried, Predicted: worried
Sample samplenew_00037286: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037288: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037293: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037305: Ground Truth: angry, Predicted: angry
Sample samplenew_00037309: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037321: Ground Truth: happy, Predicted: happy
Sample samplenew_00037336: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037363: Ground Truth: sad, Predicted: fear
Sample samplenew_00037371: Ground Truth: worried, Predicted: worried
Sample samplenew_00037377: Ground Truth: happy, Predicted: happy
Sample samplenew_00037383: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037385: Ground Truth: angry, Predicted: angry
Sample samplenew_00037397: Ground Truth: sad, Predicted: sad
Sample samplenew_00037403: Ground Truth: sad, Predicted: sad
Sample samplenew_00037414: Ground Truth: angry, Predicted: fear
Sample samplenew_00037435: Ground Truth: sad, Predicted: sad
Sample samplenew_00037449: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037484: Ground Truth: angry, Predicted: angry
Sample samplenew_00037491: Ground Truth: sad, Predicted: sad
Sample samplenew_00037512: Ground Truth: angry, Predicted: angry
Sample samplenew_00037523: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037529: Ground Truth: happy, Predicted: happy
Sample samplenew_00037564: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037577: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037582: Ground Truth: worried, Predicted: worried
Sample samplenew_00037586: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037595: Ground Truth: worried, Predicted: worried
Sample samplenew_00037615: Ground Truth: surprise, Predicted: surprise
